t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t
70.0,80.0,70.0,80.0,80.0,100.0,90.0,100.0,90.0,110.0,90.0,100.0,100
80.0,70.0,80.0,80.0,100.0,90.0,100.0,90.0,110.0,90.0,100.0,100.0,110
70.0,80.0,80.0,100.0,90.0,100.0,90.0,110.0,90.0,100.0,100.0,110.0,100
80.0,80.0,100.0,90.0,100.0,90.0,110.0,90.0,100.0,100.0,110.0,100.0,90
80.0,100.0,90.0,100.0,90.0,110.0,90.0,100.0,100.0,110.0,100.0,90.0,90
100.0,90.0,100.0,90.0,110.0,90.0,100.0,100.0,110.0,100.0,90.0,90.0,180
90.0,100.0,90.0,110.0,90.0,100.0,100.0,110.0,100.0,90.0,90.0,180.0,140
100.0,90.0,110.0,90.0,100.0,100.0,110.0,100.0,90.0,90.0,180.0,140.0,100
90.0,110.0,90.0,100.0,100.0,110.0,100.0,90.0,90.0,180.0,140.0,100.0,110
110.0,90.0,100.0,100.0,110.0,100.0,90.0,90.0,180.0,140.0,100.0,110.0,340
90.0,100.0,100.0,110.0,100.0,90.0,90.0,180.0,140.0,100.0,110.0,340.0,380
100.0,100.0,110.0,100.0,90.0,90.0,180.0,140.0,100.0,110.0,340.0,380.0,210
100.0,110.0,100.0,90.0,90.0,180.0,140.0,100.0,110.0,340.0,380.0,210.0,150
110.0,100.0,90.0,90.0,180.0,140.0,100.0,110.0,340.0,380.0,210.0,150.0,330
100.0,90.0,90.0,180.0,140.0,100.0,110.0,340.0,380.0,210.0,150.0,330.0,420
90.0,90.0,180.0,140.0,100.0,110.0,340.0,380.0,210.0,150.0,330.0,420.0,330
90.0,180.0,140.0,100.0,110.0,340.0,380.0,210.0,150.0,330.0,420.0,330.0,130
180.0,140.0,100.0,110.0,340.0,380.0,210.0,150.0,330.0,420.0,330.0,130.0,130
140.0,100.0,110.0,340.0,380.0,210.0,150.0,330.0,420.0,330.0,130.0,130.0,110
100.0,110.0,340.0,380.0,210.0,150.0,330.0,420.0,330.0,130.0,130.0,110.0,250
110.0,340.0,380.0,210.0,150.0,330.0,420.0,330.0,130.0,130.0,110.0,250.0,520
340.0,380.0,210.0,150.0,330.0,420.0,330.0,130.0,130.0,110.0,250.0,520.0,360
380.0,210.0,150.0,330.0,420.0,330.0,130.0,130.0,110.0,250.0,520.0,360.0,330
210.0,150.0,330.0,420.0,330.0,130.0,130.0,110.0,250.0,520.0,360.0,330.0,310
150.0,330.0,420.0,330.0,130.0,130.0,110.0,250.0,520.0,360.0,330.0,310.0,270
330.0,420.0,330.0,130.0,130.0,110.0,250.0,520.0,360.0,330.0,310.0,270.0,230
420.0,330.0,130.0,130.0,110.0,250.0,520.0,360.0,330.0,310.0,270.0,230.0,170
330.0,130.0,130.0,110.0,250.0,520.0,360.0,330.0,310.0,270.0,230.0,170.0,60
130.0,130.0,110.0,250.0,520.0,360.0,330.0,310.0,270.0,230.0,170.0,60.0,30
130.0,110.0,250.0,520.0,360.0,330.0,310.0,270.0,230.0,170.0,60.0,30.0,30
110.0,250.0,520.0,360.0,330.0,310.0,270.0,230.0,170.0,60.0,30.0,30.0,30
250.0,520.0,360.0,330.0,310.0,270.0,230.0,170.0,60.0,30.0,30.0,30.0,40
520.0,360.0,330.0,310.0,270.0,230.0,170.0,60.0,30.0,30.0,30.0,40.0,50
360.0,330.0,310.0,270.0,230.0,170.0,60.0,30.0,30.0,30.0,40.0,50.0,50
330.0,310.0,270.0,230.0,170.0,60.0,30.0,30.0,30.0,40.0,50.0,50.0,40
310.0,270.0,230.0,170.0,60.0,30.0,30.0,30.0,40.0,50.0,50.0,40.0,40
270.0,230.0,170.0,60.0,30.0,30.0,30.0,40.0,50.0,50.0,40.0,40.0,50
230.0,170.0,60.0,30.0,30.0,30.0,40.0,50.0,50.0,40.0,40.0,50.0,50
170.0,60.0,30.0,30.0,30.0,40.0,50.0,50.0,40.0,40.0,50.0,50.0,40
60.0,30.0,30.0,30.0,40.0,50.0,50.0,40.0,40.0,50.0,50.0,40.0,60
30.0,30.0,30.0,40.0,50.0,50.0,40.0,40.0,50.0,50.0,40.0,60.0,40
30.0,30.0,40.0,50.0,50.0,40.0,40.0,50.0,50.0,40.0,60.0,40.0,40
30.0,40.0,50.0,50.0,40.0,40.0,50.0,50.0,40.0,60.0,40.0,40.0,50
40.0,50.0,50.0,40.0,40.0,50.0,50.0,40.0,60.0,40.0,40.0,50.0,40
50.0,50.0,40.0,40.0,50.0,50.0,40.0,60.0,40.0,40.0,50.0,40.0,30
50.0,40.0,40.0,50.0,50.0,40.0,60.0,40.0,40.0,50.0,40.0,30.0,30
40.0,40.0,50.0,50.0,40.0,60.0,40.0,40.0,50.0,40.0,30.0,30.0,30
40.0,50.0,50.0,40.0,60.0,40.0,40.0,50.0,40.0,30.0,30.0,30.0,40
50.0,50.0,40.0,60.0,40.0,40.0,50.0,40.0,30.0,30.0,30.0,40.0,40
50.0,40.0,60.0,40.0,40.0,50.0,40.0,30.0,30.0,30.0,40.0,40.0,50
40.0,60.0,40.0,40.0,50.0,40.0,30.0,30.0,30.0,40.0,40.0,50.0,40
60.0,40.0,40.0,50.0,40.0,30.0,30.0,30.0,40.0,40.0,50.0,40.0,40
40.0,40.0,50.0,40.0,30.0,30.0,30.0,40.0,40.0,50.0,40.0,40.0,40
40.0,50.0,40.0,30.0,30.0,30.0,40.0,40.0,50.0,40.0,40.0,40.0,50
50.0,40.0,30.0,30.0,30.0,40.0,40.0,50.0,40.0,40.0,40.0,50.0,50
40.0,30.0,30.0,30.0,40.0,40.0,50.0,40.0,40.0,40.0,50.0,50.0,50
30.0,30.0,30.0,40.0,40.0,50.0,40.0,40.0,40.0,50.0,50.0,50.0,40
30.0,30.0,40.0,40.0,50.0,40.0,40.0,40.0,50.0,50.0,50.0,40.0,50
30.0,40.0,40.0,50.0,40.0,40.0,40.0,50.0,50.0,50.0,40.0,50.0,40
40.0,40.0,50.0,40.0,40.0,40.0,50.0,50.0,50.0,40.0,50.0,40.0,40
40.0,50.0,40.0,40.0,40.0,50.0,50.0,50.0,40.0,50.0,40.0,40.0,20
50.0,40.0,40.0,40.0,50.0,50.0,50.0,40.0,50.0,40.0,40.0,20.0,30
40.0,40.0,40.0,50.0,50.0,50.0,40.0,50.0,40.0,40.0,20.0,30.0,30
40.0,40.0,50.0,50.0,50.0,40.0,50.0,40.0,40.0,20.0,30.0,30.0,40
40.0,50.0,50.0,50.0,40.0,50.0,40.0,40.0,20.0,30.0,30.0,40.0,50
50.0,50.0,50.0,40.0,50.0,40.0,40.0,20.0,30.0,30.0,40.0,50.0,40
50.0,50.0,40.0,50.0,40.0,40.0,20.0,30.0,30.0,40.0,50.0,40.0,40
50.0,40.0,50.0,40.0,40.0,20.0,30.0,30.0,40.0,50.0,40.0,40.0,50
40.0,50.0,40.0,40.0,20.0,30.0,30.0,40.0,50.0,40.0,40.0,50.0,40
50.0,40.0,40.0,20.0,30.0,30.0,40.0,50.0,40.0,40.0,50.0,40.0,50
40.0,40.0,20.0,30.0,30.0,40.0,50.0,40.0,40.0,50.0,40.0,50.0,50
40.0,20.0,30.0,30.0,40.0,50.0,40.0,40.0,50.0,40.0,50.0,50.0,40
20.0,30.0,30.0,40.0,50.0,40.0,40.0,50.0,40.0,50.0,50.0,40.0,50
30.0,30.0,40.0,50.0,40.0,40.0,50.0,40.0,50.0,50.0,40.0,50.0,40
30.0,40.0,50.0,40.0,40.0,50.0,40.0,50.0,50.0,40.0,50.0,40.0,40
40.0,50.0,40.0,40.0,50.0,40.0,50.0,50.0,40.0,50.0,40.0,40.0,40
50.0,40.0,40.0,50.0,40.0,50.0,50.0,40.0,50.0,40.0,40.0,40.0,40
40.0,40.0,50.0,40.0,50.0,50.0,40.0,50.0,40.0,40.0,40.0,40.0,30
40.0,50.0,40.0,50.0,50.0,40.0,50.0,40.0,40.0,40.0,40.0,30.0,70
50.0,40.0,50.0,50.0,40.0,50.0,40.0,40.0,40.0,40.0,30.0,70.0,360
40.0,50.0,50.0,40.0,50.0,40.0,40.0,40.0,40.0,30.0,70.0,360.0,400
50.0,50.0,40.0,50.0,40.0,40.0,40.0,40.0,30.0,70.0,360.0,400.0,70
50.0,40.0,50.0,40.0,40.0,40.0,40.0,30.0,70.0,360.0,400.0,70.0,70
40.0,50.0,40.0,40.0,40.0,40.0,30.0,70.0,360.0,400.0,70.0,70.0,390
50.0,40.0,40.0,40.0,40.0,30.0,70.0,360.0,400.0,70.0,70.0,390.0,100
40.0,40.0,40.0,40.0,30.0,70.0,360.0,400.0,70.0,70.0,390.0,100.0,80
40.0,40.0,40.0,30.0,70.0,360.0,400.0,70.0,70.0,390.0,100.0,80.0,70
40.0,40.0,30.0,70.0,360.0,400.0,70.0,70.0,390.0,100.0,80.0,70.0,170
40.0,30.0,70.0,360.0,400.0,70.0,70.0,390.0,100.0,80.0,70.0,170.0,360
30.0,70.0,360.0,400.0,70.0,70.0,390.0,100.0,80.0,70.0,170.0,360.0,180
70.0,360.0,400.0,70.0,70.0,390.0,100.0,80.0,70.0,170.0,360.0,180.0,130
360.0,400.0,70.0,70.0,390.0,100.0,80.0,70.0,170.0,360.0,180.0,130.0,70
400.0,70.0,70.0,390.0,100.0,80.0,70.0,170.0,360.0,180.0,130.0,70.0,70
70.0,70.0,390.0,100.0,80.0,70.0,170.0,360.0,180.0,130.0,70.0,70.0,180
70.0,390.0,100.0,80.0,70.0,170.0,360.0,180.0,130.0,70.0,70.0,180.0,170
390.0,100.0,80.0,70.0,170.0,360.0,180.0,130.0,70.0,70.0,180.0,170.0,390
100.0,80.0,70.0,170.0,360.0,180.0,130.0,70.0,70.0,180.0,170.0,390.0,420
80.0,70.0,170.0,360.0,180.0,130.0,70.0,70.0,180.0,170.0,390.0,420.0,340
70.0,170.0,360.0,180.0,130.0,70.0,70.0,180.0,170.0,390.0,420.0,340.0,550
170.0,360.0,180.0,130.0,70.0,70.0,180.0,170.0,390.0,420.0,340.0,550.0,690
360.0,180.0,130.0,70.0,70.0,180.0,170.0,390.0,420.0,340.0,550.0,690.0,620
180.0,130.0,70.0,70.0,180.0,170.0,390.0,420.0,340.0,550.0,690.0,620.0,610
130.0,70.0,70.0,180.0,170.0,390.0,420.0,340.0,550.0,690.0,620.0,610.0,490
70.0,70.0,180.0,170.0,390.0,420.0,340.0,550.0,690.0,620.0,610.0,490.0,260
70.0,180.0,170.0,390.0,420.0,340.0,550.0,690.0,620.0,610.0,490.0,260.0,240
180.0,170.0,390.0,420.0,340.0,550.0,690.0,620.0,610.0,490.0,260.0,240.0,220
170.0,390.0,420.0,340.0,550.0,690.0,620.0,610.0,490.0,260.0,240.0,220.0,130
390.0,420.0,340.0,550.0,690.0,620.0,610.0,490.0,260.0,240.0,220.0,130.0,90
420.0,340.0,550.0,690.0,620.0,610.0,490.0,260.0,240.0,220.0,130.0,90.0,290
340.0,550.0,690.0,620.0,610.0,490.0,260.0,240.0,220.0,130.0,90.0,290.0,410
550.0,690.0,620.0,610.0,490.0,260.0,240.0,220.0,130.0,90.0,290.0,410.0,320
690.0,620.0,610.0,490.0,260.0,240.0,220.0,130.0,90.0,290.0,410.0,320.0,260
620.0,610.0,490.0,260.0,240.0,220.0,130.0,90.0,290.0,410.0,320.0,260.0,210
610.0,490.0,260.0,240.0,220.0,130.0,90.0,290.0,410.0,320.0,260.0,210.0,210
490.0,260.0,240.0,220.0,130.0,90.0,290.0,410.0,320.0,260.0,210.0,210.0,140
260.0,240.0,220.0,130.0,90.0,290.0,410.0,320.0,260.0,210.0,210.0,140.0,60
240.0,220.0,130.0,90.0,290.0,410.0,320.0,260.0,210.0,210.0,140.0,60.0,50
220.0,130.0,90.0,290.0,410.0,320.0,260.0,210.0,210.0,140.0,60.0,50.0,60
130.0,90.0,290.0,410.0,320.0,260.0,210.0,210.0,140.0,60.0,50.0,60.0,50
90.0,290.0,410.0,320.0,260.0,210.0,210.0,140.0,60.0,50.0,60.0,50.0,60
290.0,410.0,320.0,260.0,210.0,210.0,140.0,60.0,50.0,60.0,50.0,60.0,140
410.0,320.0,260.0,210.0,210.0,140.0,60.0,50.0,60.0,50.0,60.0,140.0,270
320.0,260.0,210.0,210.0,140.0,60.0,50.0,60.0,50.0,60.0,140.0,270.0,200
260.0,210.0,210.0,140.0,60.0,50.0,60.0,50.0,60.0,140.0,270.0,200.0,60
210.0,210.0,140.0,60.0,50.0,60.0,50.0,60.0,140.0,270.0,200.0,60.0,50
210.0,140.0,60.0,50.0,60.0,50.0,60.0,140.0,270.0,200.0,60.0,50.0,60
140.0,60.0,50.0,60.0,50.0,60.0,140.0,270.0,200.0,60.0,50.0,60.0,80
60.0,50.0,60.0,50.0,60.0,140.0,270.0,200.0,60.0,50.0,60.0,80.0,50
50.0,60.0,50.0,60.0,140.0,270.0,200.0,60.0,50.0,60.0,80.0,50.0,40
60.0,50.0,60.0,140.0,270.0,200.0,60.0,50.0,60.0,80.0,50.0,40.0,50
50.0,60.0,140.0,270.0,200.0,60.0,50.0,60.0,80.0,50.0,40.0,50.0,50
60.0,140.0,270.0,200.0,60.0,50.0,60.0,80.0,50.0,40.0,50.0,50.0,40
140.0,270.0,200.0,60.0,50.0,60.0,80.0,50.0,40.0,50.0,50.0,40.0,30
270.0,200.0,60.0,50.0,60.0,80.0,50.0,40.0,50.0,50.0,40.0,30.0,30
200.0,60.0,50.0,60.0,80.0,50.0,40.0,50.0,50.0,40.0,30.0,30.0,200
60.0,50.0,60.0,80.0,50.0,40.0,50.0,50.0,40.0,30.0,30.0,200.0,450
50.0,60.0,80.0,50.0,40.0,50.0,50.0,40.0,30.0,30.0,200.0,450.0,400
60.0,80.0,50.0,40.0,50.0,50.0,40.0,30.0,30.0,200.0,450.0,400.0,740
80.0,50.0,40.0,50.0,50.0,40.0,30.0,30.0,200.0,450.0,400.0,740.0,910
50.0,40.0,50.0,50.0,40.0,30.0,30.0,200.0,450.0,400.0,740.0,910.0,610
40.0,50.0,50.0,40.0,30.0,30.0,200.0,450.0,400.0,740.0,910.0,610.0,510
50.0,50.0,40.0,30.0,30.0,200.0,450.0,400.0,740.0,910.0,610.0,510.0,190
50.0,40.0,30.0,30.0,200.0,450.0,400.0,740.0,910.0,610.0,510.0,190.0,110
40.0,30.0,30.0,200.0,450.0,400.0,740.0,910.0,610.0,510.0,190.0,110.0,100
30.0,30.0,200.0,450.0,400.0,740.0,910.0,610.0,510.0,190.0,110.0,100.0,90
30.0,200.0,450.0,400.0,740.0,910.0,610.0,510.0,190.0,110.0,100.0,90.0,110
200.0,450.0,400.0,740.0,910.0,610.0,510.0,190.0,110.0,100.0,90.0,110.0,100
450.0,400.0,740.0,910.0,610.0,510.0,190.0,110.0,100.0,90.0,110.0,100.0,110
400.0,740.0,910.0,610.0,510.0,190.0,110.0,100.0,90.0,110.0,100.0,110.0,100
740.0,910.0,610.0,510.0,190.0,110.0,100.0,90.0,110.0,100.0,110.0,100.0,790
910.0,610.0,510.0,190.0,110.0,100.0,90.0,110.0,100.0,110.0,100.0,790.0,380
610.0,510.0,190.0,110.0,100.0,90.0,110.0,100.0,110.0,100.0,790.0,380.0,360
510.0,190.0,110.0,100.0,90.0,110.0,100.0,110.0,100.0,790.0,380.0,360.0,360
190.0,110.0,100.0,90.0,110.0,100.0,110.0,100.0,790.0,380.0,360.0,360.0,100
110.0,100.0,90.0,110.0,100.0,110.0,100.0,790.0,380.0,360.0,360.0,100.0,100
100.0,90.0,110.0,100.0,110.0,100.0,790.0,380.0,360.0,360.0,100.0,100.0,90
90.0,110.0,100.0,110.0,100.0,790.0,380.0,360.0,360.0,100.0,100.0,90.0,90
110.0,100.0,110.0,100.0,790.0,380.0,360.0,360.0,100.0,100.0,90.0,90.0,110
100.0,110.0,100.0,790.0,380.0,360.0,360.0,100.0,100.0,90.0,90.0,110.0,140
110.0,100.0,790.0,380.0,360.0,360.0,100.0,100.0,90.0,90.0,110.0,140.0,110
100.0,790.0,380.0,360.0,360.0,100.0,100.0,90.0,90.0,110.0,140.0,110.0,100
790.0,380.0,360.0,360.0,100.0,100.0,90.0,90.0,110.0,140.0,110.0,100.0,110
380.0,360.0,360.0,100.0,100.0,90.0,90.0,110.0,140.0,110.0,100.0,110.0,130
360.0,360.0,100.0,100.0,90.0,90.0,110.0,140.0,110.0,100.0,110.0,130.0,140
360.0,100.0,100.0,90.0,90.0,110.0,140.0,110.0,100.0,110.0,130.0,140.0,130
100.0,100.0,90.0,90.0,110.0,140.0,110.0,100.0,110.0,130.0,140.0,130.0,120
100.0,90.0,90.0,110.0,140.0,110.0,100.0,110.0,130.0,140.0,130.0,120.0,100
90.0,90.0,110.0,140.0,110.0,100.0,110.0,130.0,140.0,130.0,120.0,100.0,80
90.0,110.0,140.0,110.0,100.0,110.0,130.0,140.0,130.0,120.0,100.0,80.0,50
110.0,140.0,110.0,100.0,110.0,130.0,140.0,130.0,120.0,100.0,80.0,50.0,50
140.0,110.0,100.0,110.0,130.0,140.0,130.0,120.0,100.0,80.0,50.0,50.0,50
110.0,100.0,110.0,130.0,140.0,130.0,120.0,100.0,80.0,50.0,50.0,50.0,40
100.0,110.0,130.0,140.0,130.0,120.0,100.0,80.0,50.0,50.0,50.0,40.0,50
110.0,130.0,140.0,130.0,120.0,100.0,80.0,50.0,50.0,50.0,40.0,50.0,50
130.0,140.0,130.0,120.0,100.0,80.0,50.0,50.0,50.0,40.0,50.0,50.0,50
140.0,130.0,120.0,100.0,80.0,50.0,50.0,50.0,40.0,50.0,50.0,50.0,40
130.0,120.0,100.0,80.0,50.0,50.0,50.0,40.0,50.0,50.0,50.0,40.0,30
120.0,100.0,80.0,50.0,50.0,50.0,40.0,50.0,50.0,50.0,40.0,30.0,30
100.0,80.0,50.0,50.0,50.0,40.0,50.0,50.0,50.0,40.0,30.0,30.0,40
80.0,50.0,50.0,50.0,40.0,50.0,50.0,50.0,40.0,30.0,30.0,40.0,40
50.0,50.0,50.0,40.0,50.0,50.0,50.0,40.0,30.0,30.0,40.0,40.0,50
50.0,50.0,40.0,50.0,50.0,50.0,40.0,30.0,30.0,40.0,40.0,50.0,60
50.0,40.0,50.0,50.0,50.0,40.0,30.0,30.0,40.0,40.0,50.0,60.0,50
40.0,50.0,50.0,50.0,40.0,30.0,30.0,40.0,40.0,50.0,60.0,50.0,60
50.0,50.0,50.0,40.0,30.0,30.0,40.0,40.0,50.0,60.0,50.0,60.0,50
50.0,50.0,40.0,30.0,30.0,40.0,40.0,50.0,60.0,50.0,60.0,50.0,50
50.0,40.0,30.0,30.0,40.0,40.0,50.0,60.0,50.0,60.0,50.0,50.0,50
40.0,30.0,30.0,40.0,40.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,50
30.0,30.0,40.0,40.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,50.0,50
30.0,40.0,40.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50
40.0,40.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,60
40.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,50
50.0,60.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,50
60.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,50.0,50
50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,50.0,50.0,50
60.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,50.0,50.0,50.0,40
50.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,50.0,50.0,50.0,40.0,50
50.0,50.0,50.0,50.0,50.0,60.0,50.0,50.0,50.0,50.0,40.0,50.0,40
50.0,50.0,50.0,50.0,60.0,50.0,50.0,50.0,50.0,40.0,50.0,40.0,30
50.0,50.0,50.0,60.0,50.0,50.0,50.0,50.0,40.0,50.0,40.0,30.0,40
50.0,50.0,60.0,50.0,50.0,50.0,50.0,40.0,50.0,40.0,30.0,40.0,30
50.0,60.0,50.0,50.0,50.0,50.0,40.0,50.0,40.0,30.0,40.0,30.0,60
60.0,50.0,50.0,50.0,50.0,40.0,50.0,40.0,30.0,40.0,30.0,60.0,50
50.0,50.0,50.0,50.0,40.0,50.0,40.0,30.0,40.0,30.0,60.0,50.0,50
50.0,50.0,50.0,40.0,50.0,40.0,30.0,40.0,30.0,60.0,50.0,50.0,40
50.0,50.0,40.0,50.0,40.0,30.0,40.0,30.0,60.0,50.0,50.0,40.0,50
50.0,40.0,50.0,40.0,30.0,40.0,30.0,60.0,50.0,50.0,40.0,50.0,60
40.0,50.0,40.0,30.0,40.0,30.0,60.0,50.0,50.0,40.0,50.0,60.0,50
50.0,40.0,30.0,40.0,30.0,60.0,50.0,50.0,40.0,50.0,60.0,50.0,50
40.0,30.0,40.0,30.0,60.0,50.0,50.0,40.0,50.0,60.0,50.0,50.0,50
30.0,40.0,30.0,60.0,50.0,50.0,40.0,50.0,60.0,50.0,50.0,50.0,50
40.0,30.0,60.0,50.0,50.0,40.0,50.0,60.0,50.0,50.0,50.0,50.0,40
30.0,60.0,50.0,50.0,40.0,50.0,60.0,50.0,50.0,50.0,50.0,40.0,50
60.0,50.0,50.0,40.0,50.0,60.0,50.0,50.0,50.0,50.0,40.0,50.0,50
50.0,50.0,40.0,50.0,60.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,50
50.0,40.0,50.0,60.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,50.0,60
40.0,50.0,60.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,50.0,60.0,50
50.0,60.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,50.0,60.0,50.0,40
60.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,50.0,60.0,50.0,40.0,50
50.0,50.0,50.0,50.0,40.0,50.0,50.0,50.0,60.0,50.0,40.0,50.0,50
50.0,50.0,50.0,40.0,50.0,50.0,50.0,60.0,50.0,40.0,50.0,50.0,50
50.0,50.0,40.0,50.0,50.0,50.0,60.0,50.0,40.0,50.0,50.0,50.0,30
50.0,40.0,50.0,50.0,50.0,60.0,50.0,40.0,50.0,50.0,50.0,30.0,70
40.0,50.0,50.0,50.0,60.0,50.0,40.0,50.0,50.0,50.0,30.0,70.0,50
50.0,50.0,50.0,60.0,50.0,40.0,50.0,50.0,50.0,30.0,70.0,50.0,50
50.0,50.0,60.0,50.0,40.0,50.0,50.0,50.0,30.0,70.0,50.0,50.0,50
50.0,60.0,50.0,40.0,50.0,50.0,50.0,30.0,70.0,50.0,50.0,50.0,50
60.0,50.0,40.0,50.0,50.0,50.0,30.0,70.0,50.0,50.0,50.0,50.0,40
50.0,40.0,50.0,50.0,50.0,30.0,70.0,50.0,50.0,50.0,50.0,40.0,50
40.0,50.0,50.0,50.0,30.0,70.0,50.0,50.0,50.0,50.0,40.0,50.0,50
50.0,50.0,50.0,30.0,70.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,150
50.0,50.0,30.0,70.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,150.0,390
50.0,30.0,70.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,150.0,390.0,390
30.0,70.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,150.0,390.0,390.0,380
70.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,150.0,390.0,390.0,380.0,400
50.0,50.0,50.0,50.0,40.0,50.0,50.0,150.0,390.0,390.0,380.0,400.0,370
50.0,50.0,50.0,40.0,50.0,50.0,150.0,390.0,390.0,380.0,400.0,370.0,310
50.0,50.0,40.0,50.0,50.0,150.0,390.0,390.0,380.0,400.0,370.0,310.0,40
50.0,40.0,50.0,50.0,150.0,390.0,390.0,380.0,400.0,370.0,310.0,40.0,50
40.0,50.0,50.0,150.0,390.0,390.0,380.0,400.0,370.0,310.0,40.0,50.0,70
50.0,50.0,150.0,390.0,390.0,380.0,400.0,370.0,310.0,40.0,50.0,70.0,60
50.0,150.0,390.0,390.0,380.0,400.0,370.0,310.0,40.0,50.0,70.0,60.0,90
150.0,390.0,390.0,380.0,400.0,370.0,310.0,40.0,50.0,70.0,60.0,90.0,60
390.0,390.0,380.0,400.0,370.0,310.0,40.0,50.0,70.0,60.0,90.0,60.0,60
390.0,380.0,400.0,370.0,310.0,40.0,50.0,70.0,60.0,90.0,60.0,60.0,100
380.0,400.0,370.0,310.0,40.0,50.0,70.0,60.0,90.0,60.0,60.0,100.0,380
400.0,370.0,310.0,40.0,50.0,70.0,60.0,90.0,60.0,60.0,100.0,380.0,390
370.0,310.0,40.0,50.0,70.0,60.0,90.0,60.0,60.0,100.0,380.0,390.0,130
310.0,40.0,50.0,70.0,60.0,90.0,60.0,60.0,100.0,380.0,390.0,130.0,60
40.0,50.0,70.0,60.0,90.0,60.0,60.0,100.0,380.0,390.0,130.0,60.0,60
50.0,70.0,60.0,90.0,60.0,60.0,100.0,380.0,390.0,130.0,60.0,60.0,50
70.0,60.0,90.0,60.0,60.0,100.0,380.0,390.0,130.0,60.0,60.0,50.0,60
60.0,90.0,60.0,60.0,100.0,380.0,390.0,130.0,60.0,60.0,50.0,60.0,60
90.0,60.0,60.0,100.0,380.0,390.0,130.0,60.0,60.0,50.0,60.0,60.0,240
60.0,60.0,100.0,380.0,390.0,130.0,60.0,60.0,50.0,60.0,60.0,240.0,80
60.0,100.0,380.0,390.0,130.0,60.0,60.0,50.0,60.0,60.0,240.0,80.0,80
100.0,380.0,390.0,130.0,60.0,60.0,50.0,60.0,60.0,240.0,80.0,80.0,400
380.0,390.0,130.0,60.0,60.0,50.0,60.0,60.0,240.0,80.0,80.0,400.0,400
390.0,130.0,60.0,60.0,50.0,60.0,60.0,240.0,80.0,80.0,400.0,400.0,460
130.0,60.0,60.0,50.0,60.0,60.0,240.0,80.0,80.0,400.0,400.0,460.0,170
60.0,60.0,50.0,60.0,60.0,240.0,80.0,80.0,400.0,400.0,460.0,170.0,210
60.0,50.0,60.0,60.0,240.0,80.0,80.0,400.0,400.0,460.0,170.0,210.0,190
50.0,60.0,60.0,240.0,80.0,80.0,400.0,400.0,460.0,170.0,210.0,190.0,70
60.0,60.0,240.0,80.0,80.0,400.0,400.0,460.0,170.0,210.0,190.0,70.0,80
60.0,240.0,80.0,80.0,400.0,400.0,460.0,170.0,210.0,190.0,70.0,80.0,60
240.0,80.0,80.0,400.0,400.0,460.0,170.0,210.0,190.0,70.0,80.0,60.0,70
80.0,80.0,400.0,400.0,460.0,170.0,210.0,190.0,70.0,80.0,60.0,70.0,60
80.0,400.0,400.0,460.0,170.0,210.0,190.0,70.0,80.0,60.0,70.0,60.0,70
400.0,400.0,460.0,170.0,210.0,190.0,70.0,80.0,60.0,70.0,60.0,70.0,60
400.0,460.0,170.0,210.0,190.0,70.0,80.0,60.0,70.0,60.0,70.0,60.0,60
460.0,170.0,210.0,190.0,70.0,80.0,60.0,70.0,60.0,70.0,60.0,60.0,60
170.0,210.0,190.0,70.0,80.0,60.0,70.0,60.0,70.0,60.0,60.0,60.0,60
210.0,190.0,70.0,80.0,60.0,70.0,60.0,70.0,60.0,60.0,60.0,60.0,60
190.0,70.0,80.0,60.0,70.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,50
70.0,80.0,60.0,70.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,50.0,50
80.0,60.0,70.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,60
60.0,70.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,60.0,50
70.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,60.0,50.0,50
60.0,70.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,60.0,50.0,50.0,70
