t-3,t-2,t-1,t
40.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,20
40.0,40.0,20.0,30
40.0,20.0,30.0,30
20.0,30.0,30.0,70
30.0,30.0,70.0,230
30.0,70.0,230.0,660
70.0,230.0,660.0,510
230.0,660.0,510.0,300
660.0,510.0,300.0,300
510.0,300.0,300.0,350
300.0,300.0,350.0,90
300.0,350.0,90.0,100
350.0,90.0,100.0,130
90.0,100.0,130.0,200
100.0,130.0,200.0,480
130.0,200.0,480.0,430
200.0,480.0,430.0,630
480.0,430.0,630.0,600
430.0,630.0,600.0,470
630.0,600.0,470.0,740
600.0,470.0,740.0,600
470.0,740.0,600.0,560
740.0,600.0,560.0,440
600.0,560.0,440.0,280
560.0,440.0,280.0,110
440.0,280.0,110.0,80
280.0,110.0,80.0,70
110.0,80.0,70.0,50
80.0,70.0,50.0,50
70.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,30
50.0,40.0,30.0,40
40.0,30.0,40.0,50
30.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,20
40.0,30.0,20.0,20
30.0,20.0,20.0,40
20.0,20.0,40.0,50
20.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,50
40.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,20
40.0,50.0,20.0,30
50.0,20.0,30.0,10
20.0,30.0,10.0,40
30.0,10.0,40.0,60
10.0,40.0,60.0,40
40.0,60.0,40.0,50
60.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,70
40.0,40.0,70.0,50
40.0,70.0,50.0,50
70.0,50.0,50.0,40
50.0,50.0,40.0,30
50.0,40.0,30.0,30
40.0,30.0,30.0,20
30.0,30.0,20.0,50
30.0,20.0,50.0,50
20.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,20
40.0,40.0,20.0,30
40.0,20.0,30.0,30
20.0,30.0,30.0,40
30.0,30.0,40.0,40
30.0,40.0,40.0,40
40.0,40.0,40.0,50
40.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,20
40.0,40.0,20.0,20
40.0,20.0,20.0,30
20.0,20.0,30.0,50
20.0,30.0,50.0,40
30.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,50
40.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,30
50.0,50.0,30.0,30
50.0,30.0,30.0,20
30.0,30.0,20.0,20
30.0,20.0,20.0,50
20.0,20.0,50.0,50
20.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,50
40.0,40.0,50.0,60
40.0,50.0,60.0,20
50.0,60.0,20.0,20
60.0,20.0,20.0,30
20.0,20.0,30.0,40
20.0,30.0,40.0,40
30.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,50
40.0,40.0,50.0,60
40.0,50.0,60.0,190
50.0,60.0,190.0,350
60.0,190.0,350.0,210
190.0,350.0,210.0,140
350.0,210.0,140.0,110
210.0,140.0,110.0,120
140.0,110.0,120.0,120
110.0,120.0,120.0,110
120.0,120.0,110.0,260
120.0,110.0,260.0,550
110.0,260.0,550.0,480
260.0,550.0,480.0,360
550.0,480.0,360.0,360
480.0,360.0,360.0,290
360.0,360.0,290.0,460
360.0,290.0,460.0,570
290.0,460.0,570.0,470
460.0,570.0,470.0,450
570.0,470.0,450.0,450
470.0,450.0,450.0,380
450.0,450.0,380.0,110
450.0,380.0,110.0,110
380.0,110.0,110.0,110
110.0,110.0,110.0,100
110.0,110.0,100.0,110
110.0,100.0,110.0,120
100.0,110.0,120.0,70
110.0,120.0,70.0,50
120.0,70.0,50.0,40
70.0,50.0,40.0,30
50.0,40.0,30.0,30
40.0,30.0,30.0,50
30.0,30.0,50.0,50
30.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,30
50.0,40.0,30.0,30
40.0,30.0,30.0,30
30.0,30.0,30.0,30
30.0,30.0,30.0,50
30.0,30.0,50.0,40
30.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,30
40.0,40.0,30.0,20
40.0,30.0,20.0,20
30.0,20.0,20.0,30
20.0,20.0,30.0,50
20.0,30.0,50.0,50
30.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,50
40.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,30
50.0,50.0,30.0,30
50.0,30.0,30.0,20
30.0,30.0,20.0,20
30.0,20.0,20.0,40
20.0,20.0,40.0,50
20.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,80
50.0,40.0,80.0,40
40.0,80.0,40.0,50
80.0,40.0,50.0,340
40.0,50.0,340.0,150
50.0,340.0,150.0,50
340.0,150.0,50.0,40
150.0,50.0,40.0,60
50.0,40.0,60.0,60
40.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,70
60.0,50.0,70.0,60
50.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,350
60.0,60.0,350.0,360
60.0,350.0,360.0,80
350.0,360.0,80.0,50
360.0,80.0,50.0,60
80.0,50.0,60.0,80
50.0,60.0,80.0,50
60.0,80.0,50.0,80
80.0,50.0,80.0,90
50.0,80.0,90.0,90
80.0,90.0,90.0,70
90.0,90.0,70.0,90
90.0,70.0,90.0,60
70.0,90.0,60.0,70
90.0,60.0,70.0,90
60.0,70.0,90.0,70
70.0,90.0,70.0,110
90.0,70.0,110.0,70
70.0,110.0,70.0,70
110.0,70.0,70.0,80
70.0,70.0,80.0,330
70.0,80.0,330.0,220
80.0,330.0,220.0,70
330.0,220.0,70.0,60
220.0,70.0,60.0,50
70.0,60.0,50.0,60
60.0,50.0,60.0,80
50.0,60.0,80.0,70
60.0,80.0,70.0,80
80.0,70.0,80.0,70
70.0,80.0,70.0,80
80.0,70.0,80.0,70
70.0,80.0,70.0,80
80.0,70.0,80.0,50
70.0,80.0,50.0,40
80.0,50.0,40.0,30
50.0,40.0,30.0,50
40.0,30.0,50.0,80
30.0,50.0,80.0,80
50.0,80.0,80.0,80
80.0,80.0,80.0,70
80.0,80.0,70.0,90
80.0,70.0,90.0,80
70.0,90.0,80.0,80
90.0,80.0,80.0,80
80.0,80.0,80.0,70
80.0,80.0,70.0,60
80.0,70.0,60.0,50
70.0,60.0,50.0,80
60.0,50.0,80.0,80
50.0,80.0,80.0,60
80.0,80.0,60.0,70
80.0,60.0,70.0,340
60.0,70.0,340.0,360
70.0,340.0,360.0,160
340.0,360.0,160.0,120
360.0,160.0,120.0,90
160.0,120.0,90.0,90
120.0,90.0,90.0,90
90.0,90.0,90.0,80
90.0,90.0,80.0,170
90.0,80.0,170.0,830
80.0,170.0,830.0,540
170.0,830.0,540.0,340
830.0,540.0,340.0,410
540.0,340.0,410.0,390
340.0,410.0,390.0,360
410.0,390.0,360.0,330
390.0,360.0,330.0,210
360.0,330.0,210.0,100
330.0,210.0,100.0,160
210.0,100.0,160.0,390
100.0,160.0,390.0,440
160.0,390.0,440.0,400
390.0,440.0,400.0,420
440.0,400.0,420.0,390
400.0,420.0,390.0,410
420.0,390.0,410.0,210
390.0,410.0,210.0,70
410.0,210.0,70.0,60
210.0,70.0,60.0,50
70.0,60.0,50.0,70
60.0,50.0,70.0,160
50.0,70.0,160.0,360
70.0,160.0,360.0,150
160.0,360.0,150.0,60
360.0,150.0,60.0,60
150.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,20
50.0,40.0,20.0,30
40.0,20.0,30.0,50
20.0,30.0,50.0,50
30.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,40
60.0,60.0,40.0,60
60.0,40.0,60.0,40
40.0,60.0,40.0,40
60.0,40.0,40.0,40
40.0,40.0,40.0,30
40.0,40.0,30.0,40
40.0,30.0,40.0,60
30.0,40.0,60.0,50
40.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,30
50.0,40.0,30.0,30
40.0,30.0,30.0,40
30.0,30.0,40.0,50
30.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,40
60.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,30
50.0,60.0,30.0,30
60.0,30.0,30.0,50
30.0,30.0,50.0,50
30.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,40
40.0,60.0,40.0,50
60.0,40.0,50.0,40
40.0,50.0,40.0,30
50.0,40.0,30.0,20
40.0,30.0,20.0,20
30.0,20.0,20.0,40
20.0,20.0,40.0,40
20.0,40.0,40.0,40
40.0,40.0,40.0,50
40.0,40.0,50.0,60
40.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,40
60.0,50.0,40.0,30
50.0,40.0,30.0,50
40.0,30.0,50.0,70
30.0,50.0,70.0,60
50.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,290
50.0,50.0,290.0,360
50.0,290.0,360.0,230
290.0,360.0,230.0,60
360.0,230.0,60.0,70
230.0,60.0,70.0,70
60.0,70.0,70.0,80
70.0,70.0,80.0,60
70.0,80.0,60.0,60
80.0,60.0,60.0,40
60.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,20
50.0,40.0,20.0,20
40.0,20.0,20.0,30
20.0,20.0,30.0,50
20.0,30.0,50.0,70
30.0,50.0,70.0,90
50.0,70.0,90.0,110
70.0,90.0,110.0,200
90.0,110.0,200.0,430
110.0,200.0,430.0,1070
200.0,430.0,1070.0,890
430.0,1070.0,890.0,590
1070.0,890.0,590.0,100
890.0,590.0,100.0,100
590.0,100.0,100.0,120
100.0,100.0,120.0,150
100.0,120.0,150.0,120
120.0,150.0,120.0,120
150.0,120.0,120.0,160
120.0,120.0,160.0,480
120.0,160.0,480.0,460
160.0,480.0,460.0,360
480.0,460.0,360.0,330
460.0,360.0,330.0,310
360.0,330.0,310.0,250
330.0,310.0,250.0,220
310.0,250.0,220.0,90
250.0,220.0,90.0,80
220.0,90.0,80.0,80
90.0,80.0,80.0,70
80.0,80.0,70.0,50
80.0,70.0,50.0,50
70.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,30
40.0,40.0,30.0,50
40.0,30.0,50.0,50
30.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,50
40.0,40.0,50.0,30
40.0,50.0,30.0,30
50.0,30.0,30.0,20
30.0,30.0,20.0,40
30.0,20.0,40.0,40
20.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,20
40.0,30.0,20.0,30
30.0,20.0,30.0,30
20.0,30.0,30.0,40
30.0,30.0,40.0,50
30.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,30
40.0,50.0,30.0,40
50.0,30.0,40.0,40
30.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,20
50.0,40.0,20.0,20
40.0,20.0,20.0,30
20.0,20.0,30.0,40
20.0,30.0,40.0,40
30.0,40.0,40.0,50
40.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,30
40.0,30.0,30.0,20
30.0,30.0,20.0,30
30.0,20.0,30.0,70
20.0,30.0,70.0,50
30.0,70.0,50.0,60
70.0,50.0,60.0,40
50.0,60.0,40.0,40
60.0,40.0,40.0,40
40.0,40.0,40.0,60
40.0,40.0,60.0,50
40.0,60.0,50.0,30
60.0,50.0,30.0,80
50.0,30.0,80.0,340
30.0,80.0,340.0,50
80.0,340.0,50.0,50
340.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,30
50.0,60.0,30.0,30
60.0,30.0,30.0,30
30.0,30.0,30.0,340
30.0,30.0,340.0,400
30.0,340.0,400.0,70
340.0,400.0,70.0,50
400.0,70.0,50.0,40
70.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,30
40.0,40.0,30.0,30
40.0,30.0,30.0,20
30.0,30.0,20.0,30
30.0,20.0,30.0,40
20.0,30.0,40.0,50
30.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,50
40.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,30
50.0,40.0,30.0,20
40.0,30.0,20.0,20
30.0,20.0,20.0,20
20.0,20.0,20.0,40
20.0,20.0,40.0,50
20.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,20
40.0,40.0,20.0,30
40.0,20.0,30.0,20
20.0,30.0,20.0,40
30.0,20.0,40.0,40
20.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,50
40.0,40.0,50.0,50
40.0,50.0,50.0,20
50.0,50.0,20.0,20
50.0,20.0,20.0,20
20.0,20.0,20.0,30
20.0,20.0,30.0,40
20.0,30.0,40.0,40
30.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,30
50.0,40.0,30.0,20
40.0,30.0,20.0,20
30.0,20.0,20.0,20
20.0,20.0,20.0,50
20.0,20.0,50.0,50
20.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,30
40.0,40.0,30.0,20
40.0,30.0,20.0,30
30.0,20.0,30.0,30
20.0,30.0,30.0,40
30.0,30.0,40.0,40
30.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,20
50.0,40.0,20.0,20
40.0,20.0,20.0,20
20.0,20.0,20.0,40
20.0,20.0,40.0,40
20.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,20
40.0,40.0,20.0,20
40.0,20.0,20.0,20
20.0,20.0,20.0,30
20.0,20.0,30.0,50
20.0,30.0,50.0,50
30.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,30
40.0,40.0,30.0,20
40.0,30.0,20.0,30
30.0,20.0,30.0,30
20.0,30.0,30.0,40
30.0,30.0,40.0,40
30.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,50
40.0,30.0,50.0,20
30.0,50.0,20.0,20
50.0,20.0,20.0,20
20.0,20.0,20.0,40
20.0,20.0,40.0,40
20.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,50
40.0,40.0,50.0,50
40.0,50.0,50.0,10
50.0,50.0,10.0,20
50.0,10.0,20.0,20
10.0,20.0,20.0,40
20.0,20.0,40.0,40
20.0,40.0,40.0,40
40.0,40.0,40.0,50
40.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,20
40.0,40.0,20.0,20
40.0,20.0,20.0,40
20.0,20.0,40.0,120
20.0,40.0,120.0,160
40.0,120.0,160.0,220
120.0,160.0,220.0,130
160.0,220.0,130.0,210
220.0,130.0,210.0,140
130.0,210.0,140.0,130
210.0,140.0,130.0,190
140.0,130.0,190.0,130
130.0,190.0,130.0,120
190.0,130.0,120.0,120
130.0,120.0,120.0,120
120.0,120.0,120.0,200
120.0,120.0,200.0,120
120.0,200.0,120.0,110
200.0,120.0,110.0,120
120.0,110.0,120.0,130
110.0,120.0,130.0,130
120.0,130.0,130.0,170
130.0,130.0,170.0,110
130.0,170.0,110.0,140
170.0,110.0,140.0,110
110.0,140.0,110.0,120
140.0,110.0,120.0,110
110.0,120.0,110.0,110
120.0,110.0,110.0,250
110.0,110.0,250.0,250
110.0,250.0,250.0,100
250.0,250.0,100.0,120
250.0,100.0,120.0,120
100.0,120.0,120.0,140
120.0,120.0,140.0,190
120.0,140.0,190.0,150
140.0,190.0,150.0,150
190.0,150.0,150.0,150
150.0,150.0,150.0,150
150.0,150.0,150.0,140
150.0,150.0,140.0,130
150.0,140.0,130.0,180
140.0,130.0,180.0,280
130.0,180.0,280.0,170
180.0,280.0,170.0,130
280.0,170.0,130.0,80
170.0,130.0,80.0,80
130.0,80.0,80.0,70
80.0,80.0,70.0,80
80.0,70.0,80.0,60
70.0,80.0,60.0,40
80.0,60.0,40.0,50
60.0,40.0,50.0,70
40.0,50.0,70.0,80
50.0,70.0,80.0,120
70.0,80.0,120.0,120
80.0,120.0,120.0,420
120.0,120.0,420.0,410
120.0,420.0,410.0,240
420.0,410.0,240.0,220
410.0,240.0,220.0,60
240.0,220.0,60.0,70
220.0,60.0,70.0,90
60.0,70.0,90.0,110
70.0,90.0,110.0,90
90.0,110.0,90.0,100
110.0,90.0,100.0,90
90.0,100.0,90.0,90
100.0,90.0,90.0,90
90.0,90.0,90.0,70
90.0,90.0,70.0,70
90.0,70.0,70.0,80
70.0,70.0,80.0,100
70.0,80.0,100.0,100
80.0,100.0,100.0,90
100.0,100.0,90.0,110
100.0,90.0,110.0,110
90.0,110.0,110.0,110
110.0,110.0,110.0,110
110.0,110.0,110.0,100
110.0,110.0,100.0,80
110.0,100.0,80.0,90
100.0,80.0,90.0,100
80.0,90.0,100.0,110
90.0,100.0,110.0,100
100.0,110.0,100.0,100
110.0,100.0,100.0,90
100.0,100.0,90.0,70
100.0,90.0,70.0,70
90.0,70.0,70.0,60
70.0,70.0,60.0,50
70.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,80
50.0,60.0,80.0,70
60.0,80.0,70.0,80
80.0,70.0,80.0,80
70.0,80.0,80.0,60
80.0,80.0,60.0,40
80.0,60.0,40.0,40
60.0,40.0,40.0,20
40.0,40.0,20.0,20
40.0,20.0,20.0,30
20.0,20.0,30.0,50
20.0,30.0,50.0,40
30.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,50
40.0,40.0,50.0,30
40.0,50.0,30.0,30
50.0,30.0,30.0,20
30.0,30.0,20.0,20
30.0,20.0,20.0,40
20.0,20.0,40.0,40
20.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,20
50.0,40.0,20.0,30
40.0,20.0,30.0,20
20.0,30.0,20.0,30
30.0,20.0,30.0,40
20.0,30.0,40.0,50
30.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,30
40.0,40.0,30.0,20
40.0,30.0,20.0,30
30.0,20.0,30.0,30
20.0,30.0,30.0,40
30.0,30.0,40.0,40
30.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,50
40.0,40.0,50.0,40
40.0,50.0,40.0,220
50.0,40.0,220.0,360
40.0,220.0,360.0,360
220.0,360.0,360.0,590
360.0,360.0,590.0,850
360.0,590.0,850.0,690
590.0,850.0,690.0,800
850.0,690.0,800.0,710
690.0,800.0,710.0,680
800.0,710.0,680.0,290
710.0,680.0,290.0,190
680.0,290.0,190.0,120
290.0,190.0,120.0,140
190.0,120.0,140.0,260
120.0,140.0,260.0,310
140.0,260.0,310.0,230
260.0,310.0,230.0,180
310.0,230.0,180.0,320
230.0,180.0,320.0,620
180.0,320.0,620.0,620
320.0,620.0,620.0,530
620.0,620.0,530.0,180
620.0,530.0,180.0,180
530.0,180.0,180.0,120
180.0,180.0,120.0,140
180.0,120.0,140.0,100
120.0,140.0,100.0,120
140.0,100.0,120.0,100
100.0,120.0,100.0,130
120.0,100.0,130.0,270
100.0,130.0,270.0,520
130.0,270.0,520.0,580
270.0,520.0,580.0,520
520.0,580.0,520.0,350
580.0,520.0,350.0,340
520.0,350.0,340.0,330
350.0,340.0,330.0,290
340.0,330.0,290.0,300
330.0,290.0,300.0,280
290.0,300.0,280.0,220
300.0,280.0,220.0,90
280.0,220.0,90.0,90
220.0,90.0,90.0,100
90.0,90.0,100.0,90
90.0,100.0,90.0,80
100.0,90.0,80.0,80
90.0,80.0,80.0,80
80.0,80.0,80.0,90
80.0,80.0,90.0,90
80.0,90.0,90.0,90
90.0,90.0,90.0,80
90.0,90.0,80.0,70
90.0,80.0,70.0,50
80.0,70.0,50.0,60
70.0,50.0,60.0,40
50.0,60.0,40.0,60
60.0,40.0,60.0,60
40.0,60.0,60.0,140
60.0,60.0,140.0,80
60.0,140.0,80.0,70
140.0,80.0,70.0,60
80.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,70
60.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,40
70.0,60.0,40.0,40
60.0,40.0,40.0,60
40.0,40.0,60.0,350
40.0,60.0,350.0,410
60.0,350.0,410.0,80
350.0,410.0,80.0,100
410.0,80.0,100.0,80
80.0,100.0,80.0,270
100.0,80.0,270.0,280
80.0,270.0,280.0,90
270.0,280.0,90.0,90
280.0,90.0,90.0,90
90.0,90.0,90.0,90
90.0,90.0,90.0,80
90.0,90.0,80.0,70
90.0,80.0,70.0,70
80.0,70.0,70.0,90
70.0,70.0,90.0,100
70.0,90.0,100.0,90
90.0,100.0,90.0,280
100.0,90.0,280.0,390
90.0,280.0,390.0,150
280.0,390.0,150.0,50
390.0,150.0,50.0,50
150.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,30
40.0,50.0,30.0,20
50.0,30.0,20.0,40
30.0,20.0,40.0,50
20.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,40
50.0,40.0,40.0,20
40.0,40.0,20.0,30
40.0,20.0,30.0,40
20.0,30.0,40.0,50
30.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,60
40.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,30
50.0,60.0,30.0,30
60.0,30.0,30.0,20
30.0,30.0,20.0,40
30.0,20.0,40.0,50
20.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,60
40.0,50.0,60.0,30
50.0,60.0,30.0,20
60.0,30.0,20.0,30
30.0,20.0,30.0,50
20.0,30.0,50.0,50
30.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,50
40.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,20
50.0,50.0,20.0,40
50.0,20.0,40.0,30
20.0,40.0,30.0,50
40.0,30.0,50.0,40
30.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,20
40.0,30.0,20.0,40
30.0,20.0,40.0,50
20.0,40.0,50.0,60
40.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,60
40.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,30
40.0,50.0,30.0,30
50.0,30.0,30.0,20
