t-6,t-5,t-4,t-3,t-2,t-1,t
390.0,130.0,60.0,60.0,50.0,60.0,60
130.0,60.0,60.0,50.0,60.0,60.0,240
60.0,60.0,50.0,60.0,60.0,240.0,80
60.0,50.0,60.0,60.0,240.0,80.0,80
50.0,60.0,60.0,240.0,80.0,80.0,400
60.0,60.0,240.0,80.0,80.0,400.0,400
60.0,240.0,80.0,80.0,400.0,400.0,460
240.0,80.0,80.0,400.0,400.0,460.0,170
80.0,80.0,400.0,400.0,460.0,170.0,210
80.0,400.0,400.0,460.0,170.0,210.0,190
400.0,400.0,460.0,170.0,210.0,190.0,70
400.0,460.0,170.0,210.0,190.0,70.0,80
460.0,170.0,210.0,190.0,70.0,80.0,60
170.0,210.0,190.0,70.0,80.0,60.0,70
210.0,190.0,70.0,80.0,60.0,70.0,60
190.0,70.0,80.0,60.0,70.0,60.0,70
70.0,80.0,60.0,70.0,60.0,70.0,60
80.0,60.0,70.0,60.0,70.0,60.0,60
60.0,70.0,60.0,70.0,60.0,60.0,60
70.0,60.0,70.0,60.0,60.0,60.0,60
60.0,70.0,60.0,60.0,60.0,60.0,60
70.0,60.0,60.0,60.0,60.0,60.0,50
60.0,60.0,60.0,60.0,60.0,50.0,50
60.0,60.0,60.0,60.0,50.0,50.0,60
60.0,60.0,60.0,50.0,50.0,60.0,50
60.0,60.0,50.0,50.0,60.0,50.0,50
60.0,50.0,50.0,60.0,50.0,50.0,70
50.0,50.0,60.0,50.0,50.0,70.0,50
50.0,60.0,50.0,50.0,70.0,50.0,60
60.0,50.0,50.0,70.0,50.0,60.0,60
50.0,50.0,70.0,50.0,60.0,60.0,90
50.0,70.0,50.0,60.0,60.0,90.0,100
70.0,50.0,60.0,60.0,90.0,100.0,90
50.0,60.0,60.0,90.0,100.0,90.0,100
60.0,60.0,90.0,100.0,90.0,100.0,110
60.0,90.0,100.0,90.0,100.0,110.0,100
90.0,100.0,90.0,100.0,110.0,100.0,80
100.0,90.0,100.0,110.0,100.0,80.0,110
90.0,100.0,110.0,100.0,80.0,110.0,260
100.0,110.0,100.0,80.0,110.0,260.0,350
110.0,100.0,80.0,110.0,260.0,350.0,500
100.0,80.0,110.0,260.0,350.0,500.0,370
80.0,110.0,260.0,350.0,500.0,370.0,330
110.0,260.0,350.0,500.0,370.0,330.0,100
260.0,350.0,500.0,370.0,330.0,100.0,110
350.0,500.0,370.0,330.0,100.0,110.0,140
500.0,370.0,330.0,100.0,110.0,140.0,310
370.0,330.0,100.0,110.0,140.0,310.0,330
330.0,100.0,110.0,140.0,310.0,330.0,190
100.0,110.0,140.0,310.0,330.0,190.0,160
110.0,140.0,310.0,330.0,190.0,160.0,160
140.0,310.0,330.0,190.0,160.0,160.0,480
310.0,330.0,190.0,160.0,160.0,480.0,280
330.0,190.0,160.0,160.0,480.0,280.0,130
190.0,160.0,160.0,480.0,280.0,130.0,150
160.0,160.0,480.0,280.0,130.0,150.0,140
160.0,480.0,280.0,130.0,150.0,140.0,130
480.0,280.0,130.0,150.0,140.0,130.0,130
280.0,130.0,150.0,140.0,130.0,130.0,340
130.0,150.0,140.0,130.0,130.0,340.0,490
150.0,140.0,130.0,130.0,340.0,490.0,230
140.0,130.0,130.0,340.0,490.0,230.0,360
130.0,130.0,340.0,490.0,230.0,360.0,410
130.0,340.0,490.0,230.0,360.0,410.0,150
340.0,490.0,230.0,360.0,410.0,150.0,80
490.0,230.0,360.0,410.0,150.0,80.0,80
230.0,360.0,410.0,150.0,80.0,80.0,70
360.0,410.0,150.0,80.0,80.0,70.0,70
410.0,150.0,80.0,80.0,70.0,70.0,70
150.0,80.0,80.0,70.0,70.0,70.0,60
80.0,80.0,70.0,70.0,70.0,60.0,60
80.0,70.0,70.0,70.0,60.0,60.0,50
70.0,70.0,70.0,60.0,60.0,50.0,50
70.0,70.0,60.0,60.0,50.0,50.0,50
70.0,60.0,60.0,50.0,50.0,50.0,30
60.0,60.0,50.0,50.0,50.0,30.0,20
60.0,50.0,50.0,50.0,30.0,20.0,40
50.0,50.0,50.0,30.0,20.0,40.0,50
50.0,50.0,30.0,20.0,40.0,50.0,50
50.0,30.0,20.0,40.0,50.0,50.0,50
30.0,20.0,40.0,50.0,50.0,50.0,60
20.0,40.0,50.0,50.0,50.0,60.0,50
40.0,50.0,50.0,50.0,60.0,50.0,60
50.0,50.0,50.0,60.0,50.0,60.0,50
50.0,50.0,60.0,50.0,60.0,50.0,40
50.0,60.0,50.0,60.0,50.0,40.0,50
60.0,50.0,60.0,50.0,40.0,50.0,50
50.0,60.0,50.0,40.0,50.0,50.0,50
60.0,50.0,40.0,50.0,50.0,50.0,50
50.0,40.0,50.0,50.0,50.0,50.0,40
40.0,50.0,50.0,50.0,50.0,40.0,30
50.0,50.0,50.0,50.0,40.0,30.0,30
50.0,50.0,50.0,40.0,30.0,30.0,40
50.0,50.0,40.0,30.0,30.0,40.0,50
50.0,40.0,30.0,30.0,40.0,50.0,50
40.0,30.0,30.0,40.0,50.0,50.0,50
30.0,30.0,40.0,50.0,50.0,50.0,50
30.0,40.0,50.0,50.0,50.0,50.0,60
40.0,50.0,50.0,50.0,50.0,60.0,50
50.0,50.0,50.0,50.0,60.0,50.0,50
50.0,50.0,50.0,60.0,50.0,50.0,40
50.0,50.0,60.0,50.0,50.0,40.0,50
50.0,60.0,50.0,50.0,40.0,50.0,50
60.0,50.0,50.0,40.0,50.0,50.0,50
50.0,50.0,40.0,50.0,50.0,50.0,50
50.0,40.0,50.0,50.0,50.0,50.0,30
40.0,50.0,50.0,50.0,50.0,30.0,30
50.0,50.0,50.0,50.0,30.0,30.0,30
50.0,50.0,50.0,30.0,30.0,30.0,50
50.0,50.0,30.0,30.0,30.0,50.0,50
50.0,30.0,30.0,30.0,50.0,50.0,40
30.0,30.0,30.0,50.0,50.0,40.0,60
30.0,30.0,50.0,50.0,40.0,60.0,60
30.0,50.0,50.0,40.0,60.0,60.0,50
50.0,50.0,40.0,60.0,60.0,50.0,50
50.0,40.0,60.0,60.0,50.0,50.0,50
40.0,60.0,60.0,50.0,50.0,50.0,220
60.0,60.0,50.0,50.0,50.0,220.0,390
60.0,50.0,50.0,50.0,220.0,390.0,380
50.0,50.0,50.0,220.0,390.0,380.0,390
50.0,50.0,220.0,390.0,380.0,390.0,390
50.0,220.0,390.0,380.0,390.0,390.0,240
220.0,390.0,380.0,390.0,390.0,240.0,40
390.0,380.0,390.0,390.0,240.0,40.0,70
380.0,390.0,390.0,240.0,40.0,70.0,50
390.0,390.0,240.0,40.0,70.0,50.0,50
390.0,240.0,40.0,70.0,50.0,50.0,70
240.0,40.0,70.0,50.0,50.0,70.0,60
40.0,70.0,50.0,50.0,70.0,60.0,70
70.0,50.0,50.0,70.0,60.0,70.0,60
50.0,50.0,70.0,60.0,70.0,60.0,50
50.0,70.0,60.0,70.0,60.0,50.0,60
70.0,60.0,70.0,60.0,50.0,60.0,60
60.0,70.0,60.0,50.0,60.0,60.0,80
70.0,60.0,50.0,60.0,60.0,80.0,100
60.0,50.0,60.0,60.0,80.0,100.0,60
50.0,60.0,60.0,80.0,100.0,60.0,70
60.0,60.0,80.0,100.0,60.0,70.0,60
60.0,80.0,100.0,60.0,70.0,60.0,60
80.0,100.0,60.0,70.0,60.0,60.0,50
100.0,60.0,70.0,60.0,60.0,50.0,50
60.0,70.0,60.0,60.0,50.0,50.0,40
70.0,60.0,60.0,50.0,50.0,40.0,50
60.0,60.0,50.0,50.0,40.0,50.0,70
60.0,50.0,50.0,40.0,50.0,70.0,60
50.0,50.0,40.0,50.0,70.0,60.0,60
50.0,40.0,50.0,70.0,60.0,60.0,80
40.0,50.0,70.0,60.0,60.0,80.0,80
50.0,70.0,60.0,60.0,80.0,80.0,80
70.0,60.0,60.0,80.0,80.0,80.0,90
60.0,60.0,80.0,80.0,80.0,90.0,90
60.0,80.0,80.0,80.0,90.0,90.0,100
80.0,80.0,80.0,90.0,90.0,100.0,80
80.0,80.0,90.0,90.0,100.0,80.0,90
80.0,90.0,90.0,100.0,80.0,90.0,80
90.0,90.0,100.0,80.0,90.0,80.0,80
90.0,100.0,80.0,90.0,80.0,80.0,80
100.0,80.0,90.0,80.0,80.0,80.0,80
80.0,90.0,80.0,80.0,80.0,80.0,90
90.0,80.0,80.0,80.0,80.0,90.0,70
80.0,80.0,80.0,80.0,90.0,70.0,50
80.0,80.0,80.0,90.0,70.0,50.0,60
80.0,80.0,90.0,70.0,50.0,60.0,70
80.0,90.0,70.0,50.0,60.0,70.0,80
90.0,70.0,50.0,60.0,70.0,80.0,70
70.0,50.0,60.0,70.0,80.0,70.0,370
50.0,60.0,70.0,80.0,70.0,370.0,410
60.0,70.0,80.0,70.0,370.0,410.0,250
70.0,80.0,70.0,370.0,410.0,250.0,80
80.0,70.0,370.0,410.0,250.0,80.0,70
70.0,370.0,410.0,250.0,80.0,70.0,70
370.0,410.0,250.0,80.0,70.0,70.0,80
410.0,250.0,80.0,70.0,70.0,80.0,70
250.0,80.0,70.0,70.0,80.0,70.0,80
80.0,70.0,70.0,80.0,70.0,80.0,80
70.0,70.0,80.0,70.0,80.0,80.0,150
70.0,80.0,70.0,80.0,80.0,150.0,380
80.0,70.0,80.0,80.0,150.0,380.0,290
70.0,80.0,80.0,150.0,380.0,290.0,270
80.0,80.0,150.0,380.0,290.0,270.0,420
80.0,150.0,380.0,290.0,270.0,420.0,280
150.0,380.0,290.0,270.0,420.0,280.0,300
380.0,290.0,270.0,420.0,280.0,300.0,350
290.0,270.0,420.0,280.0,300.0,350.0,270
270.0,420.0,280.0,300.0,350.0,270.0,560
420.0,280.0,300.0,350.0,270.0,560.0,1080
280.0,300.0,350.0,270.0,560.0,1080.0,750
300.0,350.0,270.0,560.0,1080.0,750.0,390
350.0,270.0,560.0,1080.0,750.0,390.0,350
270.0,560.0,1080.0,750.0,390.0,350.0,340
560.0,1080.0,750.0,390.0,350.0,340.0,290
1080.0,750.0,390.0,350.0,340.0,290.0,230
750.0,390.0,350.0,340.0,290.0,230.0,120
390.0,350.0,340.0,290.0,230.0,120.0,110
350.0,340.0,290.0,230.0,120.0,110.0,100
340.0,290.0,230.0,120.0,110.0,100.0,110
290.0,230.0,120.0,110.0,100.0,110.0,130
230.0,120.0,110.0,100.0,110.0,130.0,140
120.0,110.0,100.0,110.0,130.0,140.0,110
110.0,100.0,110.0,130.0,140.0,110.0,100
100.0,110.0,130.0,140.0,110.0,100.0,100
110.0,130.0,140.0,110.0,100.0,100.0,110
130.0,140.0,110.0,100.0,100.0,110.0,110
140.0,110.0,100.0,100.0,110.0,110.0,190
110.0,100.0,100.0,110.0,110.0,190.0,450
100.0,100.0,110.0,110.0,190.0,450.0,210
100.0,110.0,110.0,190.0,450.0,210.0,100
110.0,110.0,190.0,450.0,210.0,100.0,90
110.0,190.0,450.0,210.0,100.0,90.0,90
190.0,450.0,210.0,100.0,90.0,90.0,80
450.0,210.0,100.0,90.0,90.0,80.0,70
210.0,100.0,90.0,90.0,80.0,70.0,70
100.0,90.0,90.0,80.0,70.0,70.0,70
90.0,90.0,80.0,70.0,70.0,70.0,60
90.0,80.0,70.0,70.0,70.0,60.0,30
80.0,70.0,70.0,70.0,60.0,30.0,30
70.0,70.0,70.0,60.0,30.0,30.0,30
70.0,70.0,60.0,30.0,30.0,30.0,40
70.0,60.0,30.0,30.0,30.0,40.0,50
60.0,30.0,30.0,30.0,40.0,50.0,60
30.0,30.0,30.0,40.0,50.0,60.0,50
30.0,30.0,40.0,50.0,60.0,50.0,50
30.0,40.0,50.0,60.0,50.0,50.0,50
40.0,50.0,60.0,50.0,50.0,50.0,50
50.0,60.0,50.0,50.0,50.0,50.0,50
60.0,50.0,50.0,50.0,50.0,50.0,50
50.0,50.0,50.0,50.0,50.0,50.0,50
50.0,50.0,50.0,50.0,50.0,50.0,60
50.0,50.0,50.0,50.0,50.0,60.0,50
50.0,50.0,50.0,50.0,60.0,50.0,60
50.0,50.0,50.0,60.0,50.0,60.0,50
50.0,50.0,60.0,50.0,60.0,50.0,40
50.0,60.0,50.0,60.0,50.0,40.0,30
60.0,50.0,60.0,50.0,40.0,30.0,30
50.0,60.0,50.0,40.0,30.0,30.0,30
60.0,50.0,40.0,30.0,30.0,30.0,60
50.0,40.0,30.0,30.0,30.0,60.0,50
40.0,30.0,30.0,30.0,60.0,50.0,60
30.0,30.0,30.0,60.0,50.0,60.0,50
30.0,30.0,60.0,50.0,60.0,50.0,50
30.0,60.0,50.0,60.0,50.0,50.0,50
60.0,50.0,60.0,50.0,50.0,50.0,40
50.0,60.0,50.0,50.0,50.0,40.0,60
60.0,50.0,50.0,50.0,40.0,60.0,50
50.0,50.0,50.0,40.0,60.0,50.0,60
50.0,50.0,40.0,60.0,50.0,60.0,50
50.0,40.0,60.0,50.0,60.0,50.0,50
40.0,60.0,50.0,60.0,50.0,50.0,40
60.0,50.0,60.0,50.0,50.0,40.0,50
50.0,60.0,50.0,50.0,40.0,50.0,50
60.0,50.0,50.0,40.0,50.0,50.0,30
50.0,50.0,40.0,50.0,50.0,30.0,40
50.0,40.0,50.0,50.0,30.0,40.0,30
40.0,50.0,50.0,30.0,40.0,30.0,50
50.0,50.0,30.0,40.0,30.0,50.0,50
50.0,30.0,40.0,30.0,50.0,50.0,40
30.0,40.0,30.0,50.0,50.0,40.0,50
40.0,30.0,50.0,50.0,40.0,50.0,50
30.0,50.0,50.0,40.0,50.0,50.0,170
50.0,50.0,40.0,50.0,50.0,170.0,400
50.0,40.0,50.0,50.0,170.0,400.0,390
40.0,50.0,50.0,170.0,400.0,390.0,370
50.0,50.0,170.0,400.0,390.0,370.0,390
50.0,170.0,400.0,390.0,370.0,390.0,370
170.0,400.0,390.0,370.0,390.0,370.0,380
400.0,390.0,370.0,390.0,370.0,380.0,100
390.0,370.0,390.0,370.0,380.0,100.0,90
370.0,390.0,370.0,380.0,100.0,90.0,470
390.0,370.0,380.0,100.0,90.0,470.0,320
370.0,380.0,100.0,90.0,470.0,320.0,270
380.0,100.0,90.0,470.0,320.0,270.0,260
100.0,90.0,470.0,320.0,270.0,260.0,230
90.0,470.0,320.0,270.0,260.0,230.0,470
470.0,320.0,270.0,260.0,230.0,470.0,400
320.0,270.0,260.0,230.0,470.0,400.0,290
270.0,260.0,230.0,470.0,400.0,290.0,100
260.0,230.0,470.0,400.0,290.0,100.0,90
230.0,470.0,400.0,290.0,100.0,90.0,90
470.0,400.0,290.0,100.0,90.0,90.0,90
400.0,290.0,100.0,90.0,90.0,90.0,90
290.0,100.0,90.0,90.0,90.0,90.0,100
100.0,90.0,90.0,90.0,90.0,100.0,80
90.0,90.0,90.0,90.0,100.0,80.0,180
90.0,90.0,90.0,100.0,80.0,180.0,440
90.0,90.0,100.0,80.0,180.0,440.0,300
90.0,100.0,80.0,180.0,440.0,300.0,250
100.0,80.0,180.0,440.0,300.0,250.0,280
80.0,180.0,440.0,300.0,250.0,280.0,460
180.0,440.0,300.0,250.0,280.0,460.0,120
440.0,300.0,250.0,280.0,460.0,120.0,120
300.0,250.0,280.0,460.0,120.0,120.0,110
250.0,280.0,460.0,120.0,120.0,110.0,130
280.0,460.0,120.0,120.0,110.0,130.0,110
460.0,120.0,120.0,110.0,130.0,110.0,120
120.0,120.0,110.0,130.0,110.0,120.0,120
120.0,110.0,130.0,110.0,120.0,120.0,120
110.0,130.0,110.0,120.0,120.0,120.0,130
130.0,110.0,120.0,120.0,120.0,130.0,120
110.0,120.0,120.0,120.0,130.0,120.0,120
120.0,120.0,120.0,130.0,120.0,120.0,410
120.0,120.0,130.0,120.0,120.0,410.0,420
120.0,130.0,120.0,120.0,410.0,420.0,140
130.0,120.0,120.0,410.0,420.0,140.0,60
120.0,120.0,410.0,420.0,140.0,60.0,60
120.0,410.0,420.0,140.0,60.0,60.0,70
410.0,420.0,140.0,60.0,60.0,70.0,80
420.0,140.0,60.0,60.0,70.0,80.0,100
140.0,60.0,60.0,70.0,80.0,100.0,80
60.0,60.0,70.0,80.0,100.0,80.0,80
60.0,70.0,80.0,100.0,80.0,80.0,70
70.0,80.0,100.0,80.0,80.0,70.0,80
80.0,100.0,80.0,80.0,70.0,80.0,80
100.0,80.0,80.0,70.0,80.0,80.0,90
80.0,80.0,70.0,80.0,80.0,90.0,80
80.0,70.0,80.0,80.0,90.0,80.0,80
70.0,80.0,80.0,90.0,80.0,80.0,80
80.0,80.0,90.0,80.0,80.0,80.0,80
80.0,90.0,80.0,80.0,80.0,80.0,80
90.0,80.0,80.0,80.0,80.0,80.0,90
80.0,80.0,80.0,80.0,80.0,90.0,130
80.0,80.0,80.0,80.0,90.0,130.0,380
80.0,80.0,80.0,90.0,130.0,380.0,800
80.0,80.0,90.0,130.0,380.0,800.0,790
80.0,90.0,130.0,380.0,800.0,790.0,540
90.0,130.0,380.0,800.0,790.0,540.0,120
130.0,380.0,800.0,790.0,540.0,120.0,110
380.0,800.0,790.0,540.0,120.0,110.0,160
800.0,790.0,540.0,120.0,110.0,160.0,140
790.0,540.0,120.0,110.0,160.0,140.0,550
540.0,120.0,110.0,160.0,140.0,550.0,530
120.0,110.0,160.0,140.0,550.0,530.0,100
110.0,160.0,140.0,550.0,530.0,100.0,100
160.0,140.0,550.0,530.0,100.0,100.0,90
140.0,550.0,530.0,100.0,100.0,90.0,90
550.0,530.0,100.0,100.0,90.0,90.0,100
530.0,100.0,100.0,90.0,90.0,100.0,130
100.0,100.0,90.0,90.0,100.0,130.0,110
100.0,90.0,90.0,100.0,130.0,110.0,120
90.0,90.0,100.0,130.0,110.0,120.0,100
90.0,100.0,130.0,110.0,120.0,100.0,110
100.0,130.0,110.0,120.0,100.0,110.0,100
130.0,110.0,120.0,100.0,110.0,100.0,120
110.0,120.0,100.0,110.0,100.0,120.0,250
120.0,100.0,110.0,100.0,120.0,250.0,110
100.0,110.0,100.0,120.0,250.0,110.0,110
110.0,100.0,120.0,250.0,110.0,110.0,150
100.0,120.0,250.0,110.0,110.0,150.0,110
120.0,250.0,110.0,110.0,150.0,110.0,50
250.0,110.0,110.0,150.0,110.0,50.0,40
110.0,110.0,150.0,110.0,50.0,40.0,50
110.0,150.0,110.0,50.0,40.0,50.0,50
150.0,110.0,50.0,40.0,50.0,50.0,70
110.0,50.0,40.0,50.0,50.0,70.0,60
50.0,40.0,50.0,50.0,70.0,60.0,60
40.0,50.0,50.0,70.0,60.0,60.0,70
50.0,50.0,70.0,60.0,60.0,70.0,50
50.0,70.0,60.0,60.0,70.0,50.0,70
70.0,60.0,60.0,70.0,50.0,70.0,60
60.0,60.0,70.0,50.0,70.0,60.0,70
60.0,70.0,50.0,70.0,60.0,70.0,60
70.0,50.0,70.0,60.0,70.0,60.0,60
50.0,70.0,60.0,70.0,60.0,60.0,50
70.0,60.0,70.0,60.0,60.0,50.0,40
60.0,70.0,60.0,60.0,50.0,40.0,30
70.0,60.0,60.0,50.0,40.0,30.0,40
60.0,60.0,50.0,40.0,30.0,40.0,50
60.0,50.0,40.0,30.0,40.0,50.0,50
50.0,40.0,30.0,40.0,50.0,50.0,40
40.0,30.0,40.0,50.0,50.0,40.0,50
30.0,40.0,50.0,50.0,40.0,50.0,40
40.0,50.0,50.0,40.0,50.0,40.0,40
50.0,50.0,40.0,50.0,40.0,40.0,40
50.0,40.0,50.0,40.0,40.0,40.0,60
40.0,50.0,40.0,40.0,40.0,60.0,50
50.0,40.0,40.0,40.0,60.0,50.0,50
40.0,40.0,40.0,60.0,50.0,50.0,40
40.0,40.0,60.0,50.0,50.0,40.0,40
40.0,60.0,50.0,50.0,40.0,40.0,20
60.0,50.0,50.0,40.0,40.0,20.0,30
50.0,50.0,40.0,40.0,20.0,30.0,20
50.0,40.0,40.0,20.0,30.0,20.0,50
40.0,40.0,20.0,30.0,20.0,50.0,60
40.0,20.0,30.0,20.0,50.0,60.0,40
20.0,30.0,20.0,50.0,60.0,40.0,50
30.0,20.0,50.0,60.0,40.0,50.0,40
20.0,50.0,60.0,40.0,50.0,40.0,40
50.0,60.0,40.0,50.0,40.0,40.0,50
60.0,40.0,50.0,40.0,40.0,50.0,50
40.0,50.0,40.0,40.0,50.0,50.0,40
50.0,40.0,40.0,50.0,50.0,40.0,50
40.0,40.0,50.0,50.0,40.0,50.0,40
40.0,50.0,50.0,40.0,50.0,40.0,50
50.0,50.0,40.0,50.0,40.0,50.0,30
50.0,40.0,50.0,40.0,50.0,30.0,20
40.0,50.0,40.0,50.0,30.0,20.0,30
50.0,40.0,50.0,30.0,20.0,30.0,30
40.0,50.0,30.0,20.0,30.0,30.0,50
50.0,30.0,20.0,30.0,30.0,50.0,80
30.0,20.0,30.0,30.0,50.0,80.0,40
20.0,30.0,30.0,50.0,80.0,40.0,50
30.0,30.0,50.0,80.0,40.0,50.0,40
30.0,50.0,80.0,40.0,50.0,40.0,70
50.0,80.0,40.0,50.0,40.0,70.0,100
80.0,40.0,50.0,40.0,70.0,100.0,60
40.0,50.0,40.0,70.0,100.0,60.0,50
50.0,40.0,70.0,100.0,60.0,50.0,40
40.0,70.0,100.0,60.0,50.0,40.0,40
70.0,100.0,60.0,50.0,40.0,40.0,40
100.0,60.0,50.0,40.0,40.0,40.0,20
60.0,50.0,40.0,40.0,40.0,20.0,20
50.0,40.0,40.0,40.0,20.0,20.0,30
40.0,40.0,40.0,20.0,20.0,30.0,50
40.0,40.0,20.0,20.0,30.0,50.0,50
40.0,20.0,20.0,30.0,50.0,50.0,40
20.0,20.0,30.0,50.0,50.0,40.0,40
20.0,30.0,50.0,50.0,40.0,40.0,40
30.0,50.0,50.0,40.0,40.0,40.0,40
50.0,50.0,40.0,40.0,40.0,40.0,50
50.0,40.0,40.0,40.0,40.0,50.0,50
40.0,40.0,40.0,40.0,50.0,50.0,50
40.0,40.0,40.0,50.0,50.0,50.0,40
40.0,40.0,50.0,50.0,50.0,40.0,40
40.0,50.0,50.0,50.0,40.0,40.0,20
50.0,50.0,50.0,40.0,40.0,20.0,20
50.0,50.0,40.0,40.0,20.0,20.0,30
50.0,40.0,40.0,20.0,20.0,30.0,40
40.0,40.0,20.0,20.0,30.0,40.0,50
40.0,20.0,20.0,30.0,40.0,50.0,50
20.0,20.0,30.0,40.0,50.0,50.0,40
20.0,30.0,40.0,50.0,50.0,40.0,40
30.0,40.0,50.0,50.0,40.0,40.0,50
40.0,50.0,50.0,40.0,40.0,50.0,40
50.0,50.0,40.0,40.0,50.0,40.0,40
50.0,40.0,40.0,50.0,40.0,40.0,50
40.0,40.0,50.0,40.0,40.0,50.0,40
40.0,50.0,40.0,40.0,50.0,40.0,50
50.0,40.0,40.0,50.0,40.0,50.0,40
40.0,40.0,50.0,40.0,50.0,40.0,20
40.0,50.0,40.0,50.0,40.0,20.0,20
50.0,40.0,50.0,40.0,20.0,20.0,30
40.0,50.0,40.0,20.0,20.0,30.0,40
50.0,40.0,20.0,20.0,30.0,40.0,50
40.0,20.0,20.0,30.0,40.0,50.0,50
20.0,20.0,30.0,40.0,50.0,50.0,50
20.0,30.0,40.0,50.0,50.0,50.0,40
30.0,40.0,50.0,50.0,50.0,40.0,40
40.0,50.0,50.0,50.0,40.0,40.0,40
50.0,50.0,50.0,40.0,40.0,40.0,40
50.0,50.0,40.0,40.0,40.0,40.0,40
50.0,40.0,40.0,40.0,40.0,40.0,50
40.0,40.0,40.0,40.0,40.0,50.0,50
40.0,40.0,40.0,40.0,50.0,50.0,30
40.0,40.0,40.0,50.0,50.0,30.0,20
40.0,40.0,50.0,50.0,30.0,20.0,30
40.0,50.0,50.0,30.0,20.0,30.0,30
50.0,50.0,30.0,20.0,30.0,30.0,40
50.0,30.0,20.0,30.0,30.0,40.0,50
30.0,20.0,30.0,30.0,40.0,50.0,50
20.0,30.0,30.0,40.0,50.0,50.0,50
30.0,30.0,40.0,50.0,50.0,50.0,40
30.0,40.0,50.0,50.0,50.0,40.0,40
40.0,50.0,50.0,50.0,40.0,40.0,50
50.0,50.0,50.0,40.0,40.0,50.0,40
50.0,50.0,40.0,40.0,50.0,40.0,40
50.0,40.0,40.0,50.0,40.0,40.0,40
40.0,40.0,50.0,40.0,40.0,40.0,40
40.0,50.0,40.0,40.0,40.0,40.0,20
50.0,40.0,40.0,40.0,40.0,20.0,30
40.0,40.0,40.0,40.0,20.0,30.0,30
40.0,40.0,40.0,20.0,30.0,30.0,70
40.0,40.0,20.0,30.0,30.0,70.0,230
40.0,20.0,30.0,30.0,70.0,230.0,660
20.0,30.0,30.0,70.0,230.0,660.0,510
30.0,30.0,70.0,230.0,660.0,510.0,300
30.0,70.0,230.0,660.0,510.0,300.0,300
70.0,230.0,660.0,510.0,300.0,300.0,350
230.0,660.0,510.0,300.0,300.0,350.0,90
660.0,510.0,300.0,300.0,350.0,90.0,100
510.0,300.0,300.0,350.0,90.0,100.0,130
300.0,300.0,350.0,90.0,100.0,130.0,200
300.0,350.0,90.0,100.0,130.0,200.0,480
350.0,90.0,100.0,130.0,200.0,480.0,430
90.0,100.0,130.0,200.0,480.0,430.0,630
100.0,130.0,200.0,480.0,430.0,630.0,600
130.0,200.0,480.0,430.0,630.0,600.0,470
200.0,480.0,430.0,630.0,600.0,470.0,740
480.0,430.0,630.0,600.0,470.0,740.0,600
430.0,630.0,600.0,470.0,740.0,600.0,560
630.0,600.0,470.0,740.0,600.0,560.0,440
600.0,470.0,740.0,600.0,560.0,440.0,280
470.0,740.0,600.0,560.0,440.0,280.0,110
740.0,600.0,560.0,440.0,280.0,110.0,80
600.0,560.0,440.0,280.0,110.0,80.0,70
560.0,440.0,280.0,110.0,80.0,70.0,50
440.0,280.0,110.0,80.0,70.0,50.0,50
280.0,110.0,80.0,70.0,50.0,50.0,60
110.0,80.0,70.0,50.0,50.0,60.0,60
80.0,70.0,50.0,50.0,60.0,60.0,50
70.0,50.0,50.0,60.0,60.0,50.0,60
50.0,50.0,60.0,60.0,50.0,60.0,50
50.0,60.0,60.0,50.0,60.0,50.0,50
60.0,60.0,50.0,60.0,50.0,50.0,40
60.0,50.0,60.0,50.0,50.0,40.0,30
50.0,60.0,50.0,50.0,40.0,30.0,40
60.0,50.0,50.0,40.0,30.0,40.0,50
50.0,50.0,40.0,30.0,40.0,50.0,50
50.0,40.0,30.0,40.0,50.0,50.0,50
40.0,30.0,40.0,50.0,50.0,50.0,40
30.0,40.0,50.0,50.0,50.0,40.0,50
40.0,50.0,50.0,50.0,40.0,50.0,40
50.0,50.0,50.0,40.0,50.0,40.0,50
50.0,50.0,40.0,50.0,40.0,50.0,40
50.0,40.0,50.0,40.0,50.0,40.0,50
40.0,50.0,40.0,50.0,40.0,50.0,50
50.0,40.0,50.0,40.0,50.0,50.0,40
40.0,50.0,40.0,50.0,50.0,40.0,40
50.0,40.0,50.0,50.0,40.0,40.0,30
40.0,50.0,50.0,40.0,40.0,30.0,20
50.0,50.0,40.0,40.0,30.0,20.0,20
50.0,40.0,40.0,30.0,20.0,20.0,40
40.0,40.0,30.0,20.0,20.0,40.0,50
40.0,30.0,20.0,20.0,40.0,50.0,40
30.0,20.0,20.0,40.0,50.0,40.0,50
20.0,20.0,40.0,50.0,40.0,50.0,50
20.0,40.0,50.0,40.0,50.0,50.0,40
40.0,50.0,40.0,50.0,50.0,40.0,40
50.0,40.0,50.0,50.0,40.0,40.0,50
40.0,50.0,50.0,40.0,40.0,50.0,50
50.0,50.0,40.0,40.0,50.0,50.0,50
50.0,40.0,40.0,50.0,50.0,50.0,40
40.0,40.0,50.0,50.0,50.0,40.0,50
40.0,50.0,50.0,50.0,40.0,50.0,20
50.0,50.0,50.0,40.0,50.0,20.0,30
50.0,50.0,40.0,50.0,20.0,30.0,10
50.0,40.0,50.0,20.0,30.0,10.0,40
40.0,50.0,20.0,30.0,10.0,40.0,60
50.0,20.0,30.0,10.0,40.0,60.0,40
